Rxn ID,EC Number
rxn03108,2.7.4.7
rxn09997,Undetermined
rxn00985,2.7.2.1
rxn04794,2.3.1.54
rxn00337,2.7.2.4
rxn01069,4.2.3.1
rxn01301,1.1.1.3
rxn01643,1.2.1.11
rxn00274,2.3.1.29
rxn00541,4.1.2.5
rxn01068,1.1.1.103
rxn01833,1.4.3.4
rxn05319,Undetermined
rxn05467,Undetermined
rxn05667,Undetermined
rxn05149,3.A.1.15
rxn05618,TC-2.A.55
rxn00101,3.5.1.5
rxn05150,TC-3.A.1.15
rxn00605,2.4.1.15
rxn01134,5.4.99.16
rxn01966,2.4.1.64
rxn02004,3.1.3.12
rxn00007,3.2.1.28
rxn00606,3.2.1.93
rxn02005,2.7.1.69
rxn04020,2.4.1.216
rxn05225,Undetermined
rxn05226,Undetermined
rxn05573,Undetermined
rxn05611,Undetermined
rxn08796,3.1.1.5
rxn08797,3.1.1.5
rxn08798,3.1.1.5
rxn08799,3.1.1.5
rxn08800,3.1.1.5
rxn08801,3.1.1.5
rxn08802,3.1.1.5
rxn08803,3.1.1.5
rxn08804,3.1.1.5
rxn08805,3.1.1.5
rxn08806,3.1.1.5
rxn08807,3.1.1.5
rxn08808,3.1.1.5
rxn08809,3.1.1.5
rxn08810,3.1.1.5
rxn08811,3.1.1.5
rxn08812,3.1.1.5
rxn08813,3.1.1.5
rxn08814,3.1.1.5
rxn08815,3.1.1.5
rxn08816,3.1.1.5
rxn08817,3.1.1.5
rxn08818,3.1.1.5
rxn08819,3.1.1.5
rxn08820,3.1.1.5
rxn08821,3.1.1.5
rxn08822,3.1.1.5
rxn08823,3.1.1.5
rxn08838,3.1.1.5
rxn08839,3.1.1.5
rxn08840,3.1.1.5
rxn08841,3.1.1.5
rxn08842,3.1.1.5
rxn08843,3.1.1.5
rxn08844,3.1.1.5
rxn08845,3.1.1.5
rxn08846,3.1.1.5
rxn08847,3.1.1.5
rxn08848,3.1.1.5
rxn08849,3.1.1.5
rxn08850,3.1.1.5
rxn08851,3.1.1.5
rxn09123,3.1.1.32
rxn09124,3.1.1.32
rxn09125,3.1.1.32
rxn09126,3.1.1.32
rxn09127,3.1.1.32
rxn09128,3.1.1.32
rxn09129,3.1.1.32
rxn09130,3.1.1.32
rxn09131,3.1.1.32
rxn09132,3.1.1.32
rxn09133,3.1.1.32
rxn09134,3.1.1.32
rxn09135,3.1.1.32
rxn09136,3.1.1.32
rxn09137,3.1.1.32
rxn09138,3.1.1.32
rxn09139,3.1.1.32
rxn09140,3.1.1.32
rxn09141,3.1.1.32
rxn09142,3.1.1.32
rxn09143,3.1.1.32
rxn09144,3.1.1.4
rxn09145,3.1.1.4
rxn09146,3.1.1.4
rxn09147,3.1.1.4
rxn09148,3.1.1.4
rxn09149,3.1.1.4
rxn09150,3.1.1.4
rxn09151,3.1.1.4
rxn09152,3.1.1.4
rxn09153,3.1.1.4
rxn09154,3.1.1.4
rxn09155,3.1.1.4
rxn09156,3.1.1.4
rxn09157,3.1.1.4
rxn09158,3.1.1.4
rxn09159,3.1.1.4
rxn09160,3.1.1.4
rxn09161,3.1.1.4
rxn09162,3.1.1.4
rxn09163,3.1.1.4
rxn09164,3.1.1.4
rxn12500,Undetermined
rxn10127,Undetermined
rxn10128,Undetermined
rxn00299,3.5.4.16
rxn00474,4.2.1.20
rxn00726,4.1.3.27
rxn00727,4.1.3.27
rxn00791,2.4.2.18
rxn01682,4.1.2.8
rxn01964,4.2.1.20
rxn02507,4.1.1.48
rxn02508,5.3.1.24
rxn03175,5.3.1.16
rxn00966,4.1.3.40
rxn03393,4.1.1.-
rxn03394,Undetermined
rxn03395,2.1.1.64
rxn03397,2.1.1.-
rxn03893,2.5.1.-
rxn04139,1.14.13.-
rxn11946,2.1.1.64
rxn12224,Undetermined
rxn01483,2.3.1.4
rxn01505,5.4.2.3
rxn02898,4.1.3.36
rxn08333,Undetermined
rxn00010,4.1.1.47
rxn00062,3.6.1.3
rxn00119,2.7.4.4
rxn00174,4.1.1.9
rxn00212,3.6.1.8
rxn00424,2.6.1.45
rxn00508,1.2.1.16
rxn00533,6.4.1.2
rxn00567,1.7.2.1
rxn00589,1.14.13.1
rxn00751,2.7.1.32
rxn00872,1.3.3.6
rxn01201,1.1.1.61
rxn01207,1.2.1.25
rxn01208,1.1.1.85
rxn01217,3.5.4.12
rxn01291,1.1.1.21
rxn01404,3.5.1.78
rxn01459,1.2.1.3
rxn02171,5.3.3.3
rxn02269,1.2.1.25
rxn02346,4.1.2.20
rxn02356,1.5.1.2
rxn02358,1.5.1.2
rxn02374,Undetermined
rxn02521,3.1.4.16
rxn02666,Undetermined
rxn02900,2.6.1.37
rxn02911,4.2.1.17
rxn03012,Undetermined
rxn03240,4.2.1.17
rxn03241,4.2.1.17
rxn03245,4.2.1.17
rxn03247,4.2.1.17
rxn03250,4.2.1.17
rxn03483,3.1.4.16
rxn03630,1.14.11.17
rxn03641,Undetermined
rxn03642,Undetermined
rxn03643,4.1.2.-
rxn03644,5.-.-.-
rxn03852,2.4.1.187
rxn03931,Undetermined
rxn03974,1.5.1.29
rxn03990,1.14.12.17
rxn03991,1.14.12.17
rxn04133,Undetermined
rxn04454,4.1.99.-
rxn04675,2.5.1.64
rxn05064,4.2.1.104
rxn05107,3.1.3.77
rxn05116,1.1.1.262
rxn05145,TC-3.A.1.7
rxn05148,Undetermined
rxn05159,Undetermined
rxn05163,Undetermined
rxn05165,Undetermined
rxn05166,Undetermined
rxn05175,Undetermined
rxn05195,Undetermined
rxn05203,Undetermined
rxn05204,Undetermined
rxn05211,TC-2.A.1.6
rxn05215,Undetermined
rxn05217,Undetermined
rxn05219,Undetermined
rxn05237,Undetermined
rxn05243,Undetermined
rxn05244,Undetermined
rxn05255,Undetermined
rxn05294,Undetermined
rxn05295,Undetermined
rxn05296,Undetermined
rxn05297,Undetermined
rxn05298,Undetermined
rxn05299,Undetermined
rxn05300,Undetermined
rxn05305,Undetermined
rxn05307,TC-2.A.42
rxn05308,Undetermined
rxn05468,Undetermined
rxn05469,Undetermined
rxn05471,Undetermined
rxn05473,Undetermined
rxn05474,Undetermined
rxn05476,Undetermined
rxn05477,Undetermined
rxn05478,Undetermined
rxn05479,Undetermined
rxn05480,Undetermined
rxn05481,Undetermined
rxn05482,Undetermined
rxn05486,Undetermined
rxn05487,Undetermined
rxn05488,TC-2.A.1.13
rxn05491,Undetermined
rxn05494,TC-2.A.3.1
rxn05496,Undetermined
rxn05497,Undetermined
rxn05508,Undetermined
rxn05511,Undetermined
rxn05512,Undetermined
rxn05514,TC-2.A.19
rxn05519,Undetermined
rxn05525,Undetermined
rxn05527,Undetermined
rxn05531,Undetermined
rxn05552,Undetermined
rxn05555,Undetermined
rxn05557,Undetermined
rxn05559,Undetermined
rxn05561,TC-2.A.56
rxn05564,Undetermined
rxn05566,Undetermined
rxn05568,Undetermined
rxn05569,Undetermined
rxn05577,Undetermined
rxn05579,TC-2.A.1.6
rxn05581,Undetermined
rxn05582,TC-2.A.3.1
rxn05594,Undetermined
rxn05596,TC-2.A.37
rxn05603,Undetermined
rxn05605,TC-2.A.56
rxn05609,Undetermined
rxn05613,Undetermined
rxn05621,Undetermined
rxn05622,Undetermined
rxn05625,Undetermined
rxn05630,Undetermined
rxn05634,TC-2.A.20
rxn05636,Undetermined
rxn05639,Undetermined
rxn05640,Undetermined
rxn05643,Undetermined
rxn05645,Undetermined
rxn05649,TC-2.A.3.1
rxn05654,TC-2.A.56
rxn05655,Undetermined
rxn05656,Undetermined
rxn05659,Undetermined
rxn05665,Undetermined
rxn05669,Undetermined
rxn05672,Undetermined
rxn05674,Undetermined
rxn05676,Undetermined
rxn05679,Undetermined
rxn05680,Undetermined
rxn05684,Undetermined
rxn05686,Undetermined
rxn05691,Undetermined
rxn05717,Undetermined
rxn05718,Undetermined
rxn05722,Undetermined
rxn05725,Undetermined
rxn05729,Undetermined
rxn05735,Undetermined
rxn05737,Undetermined
rxn06526,1.8.1.8
rxn06777,1.1.1.35
rxn06991,1.17.4.3
rxn08014,6.2.1.20
rxn08021,6.2.1.20
rxn08440,Undetermined
rxn08467,Undetermined
rxn08468,Undetermined
rxn08469,Undetermined
rxn08471,Undetermined
rxn09067,3.1.3.4
rxn09180,1.3.3.4
rxn09225,Undetermined
rxn09310,Undetermined
rxn09422,Undetermined
rxn09436,Undetermined
rxn09655,Undetermined
rxn09674,Undetermined
rxn09678,Undetermined
rxn09690,Undetermined
rxn09692,Undetermined
rxn09699,Undetermined
rxn10042,"3.6.3.14,"
rxn10094,Undetermined
rxn10117,1.18.99.1
rxn10119,1.18.99.1
rxn10125,1.6.1.1
rxn10145,Undetermined
rxn10155,Undetermined
rxn10157,Undetermined
rxn10168,Undetermined
rxn10175,Undetermined
rxn10176,Undetermined
rxn10183,Undetermined
rxn10191,6.1.1.13
rxn10238,3.1.3.4
rxn10239,3.1.3.4
rxn10368,3.1.1.5
rxn10369,3.1.1.5
rxn10370,3.1.1.5
rxn10371,3.1.1.5
rxn10372,3.1.1.5
rxn10373,3.1.1.5
rxn10375,3.1.1.32
rxn10376,3.1.1.32
rxn10377,3.1.1.32
rxn10378,3.1.1.4
rxn10379,3.1.1.4
rxn10380,3.1.1.4
rxn10447,Undetermined
rxn10537,Undetermined
rxn10571,Undetermined
rxn10823,Undetermined
rxn10824,Undetermined
rxn10832,Undetermined
rxn10857,Undetermined
rxn10868,Undetermined
rxn10892,Undetermined
rxn10895,Undetermined
rxn10954,Undetermined
rxn11334,Undetermined
rxn11397,Undetermined
rxn11398,Undetermined
rxn11400,Undetermined
rxn11401,Undetermined
rxn11402,Undetermined
rxn11407,Undetermined
rxn12225,Undetermined
rxn12376,Undetermined
rxn12519,Undetermined
rxn12522,Undetermined
rxn12524,Undetermined
rxn12533,Undetermined
rxn12535,Undetermined
rxn12537,Undetermined
rxn12539,Undetermined
rxn12547,Undetermined
rxn12549,Undetermined
rxn12553,Undetermined
rxn12556,Undetermined
rxn12559,Undetermined
rxn12561,Undetermined
rxn12563,Undetermined
rxn12566,Undetermined
rxn12575,Undetermined
rxn12582,Undetermined
rxn12587,Undetermined
rxn12588,Undetermined
rxn12590,Undetermined
rxn12591,Undetermined
rxn12597,Undetermined
rxn12612,Undetermined
rxn12617,Undetermined
rxn12623,Undetermined
rxn00002,3.5.1.54
rxn00560,6.3.4.6
rxn00671,1.2.1.27
rxn01480,1.1.1.31
rxn01923,1.3.99.2
rxn01924,1.3.99.3
rxn01925,2.3.1.168
rxn02949,4.2.1.17
rxn03433,3.1.2.4
rxn07430,1.2.4.4
rxn07431,1.2.4.4
rxn00223,5.3.1.5
rxn01044,5.3.1.5
rxn05167,Undetermined
rxn05671,Undetermined
